Amantadine	1	4.3444	0	0.2448	0	0	0	6.5089	6.4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1409	0.1396	0.3378	1.4123	-3.3756	50.5501
Phentermine	1	2.6258	0	0.0321	0	0	0	9.0909	8.2782	0	0	0	4.0833	0	0	1.3056	0	0	0	0	0	0	0	0.1377	0.15	0.3445	1.3523	-0.4788	79.8231
Felbamate	1	4.5461	0	0.0321	0	0	4	15.0588	13.1463	0	0	0	0	0	0	0.8704	0	0	0	0	0	0	0	0.1418	0.2635	0.4293	3.6218	-0.1586	116.2326
Fenfluramine	1	4.5247	0	0.0278	3	0	0	14.0625	13.0368	37.3132	4.1741	0	3.9369	0	0	0.1361	0	0	3.1709	0	0	0	0	0.1409	0.1465	0.2903	1.6118	0.1969	136.7227
Cocaine	1	8.364	0	0.0672	0	0	4	16.8438	15.3401	0	0	0	3.4236	0	0	0.5115	0	0	0	2.2306	0	0	0	0.1382	0.1566	0.3551	1.5863	0.2941	146.3342
Ajmaline	1	9.2214	0	0.0278	0	0	2	18.7811	16.2067	0	0	-5.7407	9.6467	0	2.4315	2.2118	0	0	0	0	4.0304	0	0	0.1172	0.2069	0.3748	3.3112	0.4509	126.5796
Hydroquinidine	1	9.6323	0	0.1911	0	0	2	17.4156	16.0043	0	0	0	3.9632	0	0	1.7824	1.9109	0	0	2.5052	0	0	0	0.1298	0.2044	0.3104	1.125	0.6776	149.3879
Ritodrine	1	7.1089	0	0.0556	0	0	3	17.3554	15.6648	0	3.0925	0	1.9249	0	0	2.3665	0	0	3.2836	0	0	0	0	0.1344	0.2259	0.3354	2.2001	-0.2611	146.4049
Sibutramine	1	6.3819	0.1768	0.0278	0	0	0	15.39	14.8703	6.039	0	0	9.0987	0	0	2.3111	0	0	0	2.4244	0	0	6.039	0.135	0.1767	0.2311	3.2096	-0.354	139.8436
Domperidone	1	11.6382	0	0.1164	0	0	2	21.8253	19.2088	6.0513	0	0	0	0	0	0.5122	3.5504	0	0	2.4237	0	0	6.0513	0.1328	0.2791	0.4221	5.1907	0.1236	191.391
Moexipril	1	12.6158	0	0.0852	0	0	7	30.5402	27.4771	0	5.2112	0	6.4052	0	0	3.6546	0	0	3.0898	0	0	0	0	0.1325	0.2564	0.3673	3.8299	0.0501	234.1264
Isradipine	1	9.6224	0	0.0421	0	0	5	21.7027	19.0919	0	0	0	8.3607	0	0	0.6158	1.0031	0	0	0	0	0	0	0.1348	0.1965	0.3573	7.6499	1.5099	164.5938
Terfenadine	1	12.7692	0	0.1565	0	0	2	28.0194	25.6275	0	0	0	6.6314	0	0	4.2549	0	0	0	2.4884	0	0	0	0.136	0.2159	0.3386	2.9997	-0.2113	238.6621
Salbutamol	1	5.0818	0	0.0241	0	0	3	15.0588	14.1223	0	3.0002	0	6.0705	0	0	1.1603	0	0	3.1972	0	0	0	0	0.1339	0.2256	0.3438	3.157	-0.3348	107.3773
Sematilide	1	6.0237	0	0.0278	0	0	3	19.0476	17.3219	0	0	0	5.2485	0	0	0.9498	0	0	0	2.2216	0	0	0	0.1407	0.2601	0.8845	3.9511	1.6057	144.7475
