Octreotide	1	24.1968	0	0.0919	0	0	10	61.8489	55.9112	0	0	0	2.6048	0	1.7034	2.9621	0	0	0	0	0	2.0588	0	0.1327	0.2687	0.4251	14.7383	2.9072	437.3381
Dobutamine	1	7.2192	0	0.0518	0	0	3	18.3403	16.6471	0	3.7532	0	2.1475	0	0	2.354	0	0	3.4533	0	0	0	0	0.1326	0.2418	0.2907	2.4631	-0.2166	156.8306
Gatifloxacin	1	10.5363	0	0.0798	1	0	4	20.28	17.9387	15.1023	4.3107	0	3.4792	0	1.3703	0.5615	0	0	3.3191	0	3.6897	0	0	0.1319	0.2532	0.3708	7.4586	0.6252	148.7358
Phenylephrine	1	3.5257	0	0.0278	0	0	2	10.0833	9.1901	0	2.4343	0	1.7699	0	0	0.9093	0	0	2.8538	0	0	0	0	0.1348	0.2256	0.3421	1.8051	-0.2798	86.3587
Clarithromycin	1	20.3022	0	0.0599	0	0	14	46.3827	45.2111	0	0	0	20.9275	0	0	0	0	0	0	1.8599	0	0	0	0.1386	0.236	0.3494	2.7525	-0.6617	274.9903
Epinephrine	1	4.1875	0	0.0241	0	0	3	11.0769	10.1429	0	2.2258	0	1.7257	0	0	0.1784	0	0	2.8059	0	0	0	0	0.1322	0.2413	0.3419	2.9094	-0.2576	94.8479
Ephedrine	1	3.9349	0	0.0321	0	0	1	10.0833	9.2298	0	2.9284	0	3.8001	0	0	0.9577	0	0	3.0132	0	0	0	0	0.1384	0.2088	0.3378	1.19	-0.394	88.7169
Erythromycin	1	19.6629	0	0.0599	0	0	13	45.3898	44.2582	0	0	0	21.5076	0	0	0	0	0	0	1.8833	0	0	0	0.1379	0.2152	0.3502	1.9977	-0.7272	268.2159
Voriconazole	1	9.3421	0	0.0375	3	0	1	19.7531	17.0274	41.6721	0	0	1.4773	0	2.5582	-3.0137	0	0	0	0	1.2623	0	0	0.1049	0.2201	0.3241	4.632	0.7899	193.6836
Maprotiline	1	8.4045	0	0.1458	0	0	0	14.5833	13.0901	0	3.9396	0	2.0529	0	0	6.3944	0	0	3.3093	0	0	0	0	0.1319	0.1457	0.2901	1.6196	-0.3442	140.2447
Procainamide	1	5.2918	0	0.0278	0	0	1	15.0588	13.5147	0	0	0	4.2327	0	0	1.3226	0	5.5643	0	2.2671	0	0	0	0.1302	0.2297	0.4289	4.6068	-0.2247	112.9836
Norepinephrine	1	4.0874	0	0.0241	0	0	3	10.0833	9.1504	0	0	0	0	0	0	0.0378	0	0	0	0	0	0	0	0.1322	0.2413	0.3544	2.7999	-0.2567	88.0512
Risperidone	1	11.8533	0	0.157	1	0	2	21.8253	19.5756	13.3915	0	0	1.9692	0	0	3.5126	1.4323	0	0	2.4181	0	0	0	0.1364	0.1603	0.3843	6.8092	0.7202	173.5073
Orciprenaline	1	4.2191	0	0.0241	0	0	3	13.0667	12.1311	0	2.607	0	3.9577	0	0	0.4054	0	0	3.0694	0	0	0	0	0.1338	0.2261	0.338	1.3239	-0.1694	98.8927
Tamoxifen	1	9.2449	0	0.0919	0	0	1	22.68	20.0646	0	0	0	6.3358	0	0	4.641	0	0	0	2.123	0	0	0	0.1321	0.1425	0.2342	1.3609	-0.4115	213.0337
Amiodarone	1	11.0067	0	0.0486	0	2	3	25.6198	24.825	4.5377	0	0	6.4636	0	0	4.9273	1.6675	0	0	2.3328	0	0	0	0.1351	0.153	0.26	3.3916	0.6716	191.4906
Azithromycin	1	19.6342	0	0.0599	0	0	12	46.3827	45.5387	0	0	0	24.7126	0	0	0	0	0	0	3.8467	0	0	0	0.1354	0.2181	0.3468	3.5215	-0.9144	270.6568
