Quinidine	1	9.6323	0	0.1911	0	0	2	17.4156	15.7589	0	0	0	1.6616	3.9798	2.0894	1.7433	1.8746	0	0	2.434	0	0	0	0.1299	0.2129	0.3414	2.3313	0.6115	157.864
Haloperidol	1	9.3859	0	0.1115	1	0	2	20.727	19.0239	18.823	0	0	0	0	0	1.8045	0	0	0	2.2801	0	0	5.9179	0.1383	0.207	0.3394	3.8358	0.6828	207.0035
Dopamine	1	3.4037	0	0.0241	0	0	2	9.0909	8.199	0	0	0	0	0	0	0.7542	0	0	0	0	0	0	0	0.1324	0.2415	0.3487	3.3972	-0.2446	83.2965
Disopyramide	1	8.4287	0	0.0569	0	0	1	21.3018	19.1291	0	0	0	8.7033	0	0	1.6063	0	0	0	2.3785	0	0	0	0.1365	0.2384	0.417	4.4445	0.1008	170.0206
Vasopressin_injection	1	23.7005	0	0.0599	0	0	12	65.518	58.9565	0	0	0	0	0	0	1.0306	0	0	0	0	0	2.0526	0	0.1315	0.2771	0.4256	7.5755	2.3583	453.6953
Spiramycin	1	20.4907	0	0.0933	0	0	14	51.6327	49.9106	0	0	0	19.8093	0	8.4252	0	0	0	0	3.9443	0	0	0	0.1292	0.2152	0.3399	2.4609	-0.449	301.4712
Chlorpromazine	1	7.3025	0	0.0861	0	0	0	15.879	14.7638	6.2094	0	0	4.2318	0	0	5.9097	0	0	0	2.2257	2.3994	1.824	6.2094	0.126	0.1593	0.23	2.5305	0.3097	161.5531
Levofloxacin	1	10.321	0	0.1028	1	0	4	19.3222	16.9885	14.9837	0	0	3.8877	0	1.3426	0.6381	0	0	0	2.1657	3.6508	0	0	0.1331	0.2543	0.3864	9.1243	0.6551	139.1878
Chloroquine	1	7.2279	0	0.0427	0	0	0	18.3403	17.0405	6.0373	0	0	6.6838	0	0	1.8624	2.0651	0	0	2.4688	0	0	6.0373	0.1293	0.2385	0.3962	5.0909	0.6551	159.1469
Pentamidine	1	7.8932	0	0.0556	0	0	2	21.3018	18.636	0	0	0	0	0	0	2.9586	0	25.4999	0	0	0	0	0	0.1343	0.1746	0.3392	5.1427	0.0495	170.7893
Ziprasidone	1	10.9929	0	0.0986	0	0	1	19.9336	18.0369	6.4344	0	0	0	0	0	4.9212	2.5076	0	0	2.4841	2.3978	0	6.4344	0.13	0.2586	0.3683	2.7117	0.5586	181.7331
Mesoridazine	1	9.8646	0	0.1506	0	0	1	19.3222	17.9577	0	0	0	4.0169	0	0	5.9612	0	0	0	2.5204	2.4444	1.8176	0	0.1269	0.1525	0.7408	4.7313	0.6193	163.2596
Bepridil	1	8.7057	0	0.0642	0	0	1	21.7027	19.9088	0	0	0	4.4376	0	0	2.638	0	0	0	2.6262	2.511	0	0	0.1264	0.1435	0.3565	1.1638	-0.3508	172.0691
Granisetron	1	9.1448	0	0.1235	0	0	1	16.4675	14.6959	0	0	0	4.1229	0	0	0.9981	0	0	0	2.5162	1.7853	0	0	0.1324	0.2368	0.3865	4.452	0.268	142.1808
Quetiapine	1	9.7276	0	0.1056	0	0	2	20.28	18.5008	0	0	0	0	0	0	1.0826	4.7432	0	0	2.4164	2.4093	0	0	0.1288	0.2129	0.3468	2.8807	0.6078	175.3121
Sparfloxacin	1	11.1528	0	0.069	2	0	3	21.2404	18.8253	30.815	4.4806	0	3.8376	0	1.1507	-3.1814	0	5.933	3.3	0	3.0307	0	0	0.1289	0.2718	0.4093	6.1455	0.6069	161.9326
Prenylamine	1	8.2055	0	0.0962	0	0	0	19.7531	17.4433	0	4.6466	0	2.2709	0	0	4.183	0	0	3.7011	0	0	0	0	0.1373	0.1436	0.2894	1.112	-0.3357	190.8897
Entacapone	-1	7.4362	0	0.0208	0	0	5	20.0455	17.292	0	0	0	3.5151	0	1.1318	-2.2068	0	0	0	0	-0.8704	0	0	0.1424	0.2502	0.3669	5.5205	1.3837	180.8698
Gemfibrozil	-1	5.8336	0	0.0241	0	0	3	16.0556	14.7101	0	0	0	7.5241	0	0	3.1692	0	0	0	0	0	0	0	0.1319	0.2483	0.3759	1.0713	-0.4682	123.1483
Dorzolamide	-1	6.9837	0	0.0722	0	0	4	15.39	14.6352	0	4.5379	0	3.5549	0	0	0.5493	0	5.0788	3.1802	0	0	0	0	0.1444	0.2096	0.9312	4.2113	2.059	126.8198
Olopatadine	-1	8.2564	0	0.0518	0	0	3	19.7531	17.3949	0	0	0	4.1142	0	2.233	4.8738	0	0	0	2.1507	0	0	0	0.1297	0.2476	0.3604	2.9643	0.2445	170.1796
Levamisole	-1	5.344	0	0.0321	0	0	0	9.2422	8.3567	0	0	0	0	0	0	1.3426	0	0	0	0	2.3912	1.8873	0	0.1333	0.1469	0.2754	3.7756	0.5528	96.6832
Methazolamide	-1	4.0472	0	0	0	0	3	12.0714	10.8582	0	0	0	2.7394	0	0	0	0	4.85	0	0	1.1863	0.7462	0	0.1419	0.2144	0.8647	5.6278	2.4001	93.121
Aciclovir	-1	5.3843	0	0.014	0	0	3	12.4567	10.5832	0	0	0	0	0	1.4342	0.2137	0	5.419	0	0	1.5383	0	0	0.1314	0.2588	0.3465	6.35	0.2518	104.5744
Gentamicin	-1	12.5389	0	0.1124	0	0	7	27.5853	27.1132	0	6.1725	0	7.0773	0	0	0	0	0	6.0677	0	0	0	0	0.1382	0.2139	0.368	4.1283	-1.6874	180.2949
Beclometasone	-1	13.1273	0	0.0942	0	0	5	21.2404	20.2704	7.3034	0	0	5.6876	0	5.0023	0	0	0	0	0	0	0	7.3034	0.1438	0.2392	0.3455	7.0993	0.1883	172.7072
Ketorolac	-1	7.2415	0	0.0321	0	0	3	13.9592	11.8661	0	0	0	0	0	3.4739	0.627	0	0	0	0	1.8275	0	0	0.132	0.2508	0.3458	3.722	0.2971	147.8977
Cefapirin	-1	9.538	0.0745	0.0807	0	0	6	22.68	20.5224	0	0	0	1.2263	0	0	0.8796	0	0	0	0	0	2.6402	0	0.1336	0.2539	0.3644	2.5298	0.8339	175.0033
Ceftibuten	-1	9.5455	0.0745	0.0645	0	0	6	21.7027	19.0433	0	0	0	0	0	2.6382	0.4225	0	5.5704	0	0	0	1.3214	0	0.1303	0.2667	0.4114	3.9667	0.6417	172.169
Levocarnitine	-1	2.5105	0	0	0	0	4	14	13.06	0	0	0	7.0273	0	0	0	0	0	0	0	0	0	0	0.0604	0.251	0.4001	3.2948	-0.8009	87.5912
Calcium_folinate	-1	11.5342	0	0.0631	0	0	7	28.5694	24.3445	0	0	0	0	0	0.5575	0.6066	0	5.5181	0	0	0	0	0	0.1258	0.2623	0.3972	4.7731	0.0293	199.3094
Penciclovir	-1	6.3062	0	0.014	0	0	3	14.41	12.5249	0	0	0	0	0	1.4982	0.298	0	5.4733	0	0	1.6798	0	0	0.1315	0.2557	0.3331	5.8441	0.2298	112.041
Letrozole	-1	7.9703	0	0.0556	0	0	0	16.8438	13.5388	0	0	0	0	0	3.1402	3.2132	0	0	0	0	1.7527	0	0	0.1455	0.2191	0.2025	3.2035	0.8988	192.1627
Ceftazidime	-1	13.7177	0.0745	0.0846	0	0	7	29.97	26.8807	0	0	0	2.5425	0	9.1156	0.2673	0	5.6863	0	0	1.8247	1.3844	0	0.0729	0.2541	0.4092	2.3765	0.4174	221.8023
Clopidogrel	-1	10.9919	0.0745	0	0	0	7	21.2404	19.0737	0	0	0	1.2482	0	0	0.4021	0	5.5686	0	0	0	1.0998	0	0.1316	0.2694	0.385	4.7993	0.5044	158.3505
Glucagon	-1	29.4885	0	0.0599	0	0	18	89.2146	79.5382	0	0	0	10.579	0	1.5799	1.0909	0	0	0	0	0	1.2731	0	0.1249	0.2653	0.4269	4.65	-0.1645	574.0745
Cefprozil	-1	9.9612	0.0745	0.0837	0	0	5	21.7027	19.1502	0	0	0	1.7727	0	3.3948	0.5476	0	0	0	0	0	1.3895	0	0.135	0.2534	0.3687	2.3902	0.5313	178.1014
Clotrimazole	-1	9.4405	0	0.0919	0	0	0	18.3673	15.674	6.6915	0	0	0	0	5.643	4.0098	0	0	0	0	2.1239	0	6.6915	0.1336	0.2057	0.1956	3.8376	0.2117	209.4262
Capecitabine	-1	8.7059	0	0.0144	1	0	6	21.3018	19.4448	14.116	0	0	3.5062	0	0	-2.5363	0	0	0	0	0	0	0	0.14	0.2686	0.3979	7.0112	0.8599	164.7131
Metyrapone	-1	6.1879	0	0.0497	0	0	1	13.4321	11.4553	0	0	0	3.8043	0	0	1.5372	0	0	0	0	0	0	0	0.1424	0.1674	0.2553	3.2446	0.3132	137.7021
Norgestrel	-1	10.0448	0	0.1379	0	0	2	16.4675	15.4573	0	0	6.6906	2.2167	0	1.9568	0	0	0	0	0	0	0	0	0.1462	0.2201	0.3269	3.7477	0.0523	138.081
Doxycycline	-1	13.4668	0	0.0898	0	0	8	25.1037	22.4634	0	0	0	4.6519	0	0	-0.02	0	0	0	1.372	0	0	0	0.1376	0.2999	0.4366	4.7317	0.5891	177.81
Betamethasone	-1	13.1273	0	0.0942	1	0	5	21.2404	19.9253	16.8591	0	0	5.2571	0	4.4482	0	0	0	0	0	0	0	0	0.143	0.2384	0.3832	4.5614	0.5341	162.2271
Emedastine	-1	7.6913	0	0.0278	0	0	1	16.8438	15.3112	0	0	0	4.2352	0	0	1.2035	0	0	0	2.396	4.7418	0	0	0.1304	0.1422	0.348	4.4662	-0.0939	138.5143
Paracetamol	-1	2.9402	0	0.0278	0	0	2	9.0909	7.7536	0	0	0	1.4374	0	0	0.8837	0	0	0	0	0	0	0	0.1357	0.2351	0.365	3.8781	-0.2602	76.6717
Ketotifen	-1	8.5918	0	0.0837	0	0	1	15.5232	14.162	0	0	0	2.1826	0	0	4.5574	0	0	0	2.3813	0	0	0	0.1316	0.1682	0.3834	4.0068	0.7186	142.8696
Anakinra	-1	12.0993	0.0745	0.0559	0	0	7	28.5694	25.6787	0	0	0	5.002	3.5921	1.3959	0.2766	0	5.6545	0	0	0	1.295	0	0.1324	0.2729	0.3944	2.6005	0.4456	201.7874
Bethanechol	-1	1.8346	0	0	0	0	2	11	10.39	0	0	0	7.9135	0	0	0	0	0	0	0	0	0	0	0.0583	0.2616	0.4315	2.3579	-1.4712	65.3163
Ethchlorvynol	-1	2.5607	0	0	0	0	1	9	8.55	5.2073	0	5.5743	1.7884	0	2.609	0	0	0	0	0	0	0	5.2073	0.1465	0.2261	0.328	1.0986	-0.4229	100.2458
Haloprogin	-1	4.3727	0	0.0208	0	1	1	12.0714	12.4097	19.3285	0	0	0	0	0	1.729	0	0	0	0	0	0	17.3989	0.1391	0.1686	0.3131	1.5413	0.6227	69.881
Nalidixic_acid	-1	6.1291	0	0.0348	0	0	3	13.4321	11.3194	0	0	0	3.703	0	1.3467	1.6685	0	0	0	0	1.6738	0	0	0.1352	0.2538	0.3384	6.2675	0.5386	106.4814
Orlistat	-1	9.6974	0.068	0	0	0	5	33.0286	31.7596	0	0	0	8.4517	0	0	0	0	0	0	0	0	0	0	0.1492	0.2582	0.3775	1.6689	-0.5277	202.7552
Ethambutol	-1	3.7841	0	0	0	0	2	14	13.84	0	5.7258	0	4.091	0	0	0	0	0	6.457	0	0	0	0	0.1374	0.2043	0.3509	0.4515	-2.9824	93.4252
Ampicillin	-1	9.0588	0.0745	0.0321	0	0	4	18.7811	16.9404	0	0	0	3.5767	0	0	0.6541	0	0	0	0	0	1.3841	0	0.1351	0.2572	0.3674	3.9103	-0.0137	152.8538
Acetohydroxamic_acid	-1	0.8165	0	0	0	0	2	5	4.43	0	0	0	1.2222	0	0	0	0	0	0	0	0	0	0	0.143	0.2298	0.348	5.1635	-1.2039	41.9778
Dienestrol	-1	6.8248	0	0.0556	0	0	2	16.3719	14.2534	0	0	0	3.9843	0	4.1003	2.6154	0	0	0	0	0	0	0	0.1328	0.2253	0.2601	2.281	-0.3205	152.4212
Desmopressin	-1	23.475	0	0.0599	0	0	12	66.5114	59.1053	0	0	0	0	0	0	1.0839	0	12.7373	0	0	0	2.1845	0	0.1311	0.2644	0.4708	6.2211	2.3311	422.0163
Amiloride	-1	4.6639	0	0.0125	0	0	1	13.0667	10.9875	5.5473	0	0	0	0	0	-0.6329	0	22.4823	0	0	0	0	5.5473	0.1322	0.2765	0.4696	3.7689	0.3011	82.4114
Oxytetracycline	-1	13.8766	0	0.087	0	0	9	26.0741	23.3903	0	0	0	4.1067	0	0	-0.9104	0	0	0	1.2926	0	0	0	0.1372	0.3024	0.4353	2.5989	0.6839	182.3454
Lovastatin	-1	10.1913	0	0.1054	0	0	5	23.6587	22.3867	0	0	0	8.3255	0	6.7721	0	0	0	0	0	0	0	0	0.1332	0.2108	0.3553	5.1221	-0.427	167.3317
Lactulose	-1	9.2582	0	0.0262	0	0	11	19.3264	18.8924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0.2264	0.3402	4.4567	-1.745	138.7102
Fluocinolone_acetonide	-1	13.5005	0	0.0875	2	0	6	22.2031	20.7791	31.9517	0	0	2.9249	0	3.5408	0	0	0	0	0	0	0	0	0.1447	0.2178	0.3372	11.2642	0.3476	178.9921
Cefpodoxime	-1	9.9534	0.0745	0.0559	0	0	6	22.68	20.3859	0	0	0	2.7258	0	0	0.4699	0	5.5868	0	0	0	1.3455	0	0.1315	0.2691	0.3975	2.6833	0.4261	166.2381
Cinchocaine	-1	8.1328	0	0.0439	0	0	2	21.3018	19.3461	0	0	0	6.3702	0	0	1.1367	1.6353	0	0	2.282	0	0	0	0.1329	0.234	0.3761	3.3717	0.8715	163.9403
Lomustine	-1	4.4184	0	0.1021	0	0	2	13.0667	12.2306	5.4413	0	0	0	0	0	0	0	0	0	0	0.8349	0	5.4413	0.1471	0.237	0.4197	3.4931	0.9696	110.0988
Anastrozole	-1	7.979	0	0.0241	0	0	0	18.3403	15.7236	0	0	0	7.5188	0	3.1393	2.8209	0	0	0	0	1.7239	0	0	0.1452	0.2153	0.2053	5.4005	0.4199	177.8842
Diclofenamide	-1	5.0641	0	0.0208	0	0	4	14.0625	13.1065	11.1323	0	0	0	0	0	-1.6894	0	9.6549	0	0	0	0	11.1323	0.1514	0.2107	0.8954	3.9442	2.086	85.2861
Demeclocycline	-1	13.4875	0	0.092	0	0	8	25.1037	22.7432	6.1736	0	0	3.0251	0	0	-0.8805	0	0	0	1.4191	0	0	6.1736	0.1386	0.3013	0.4363	4.2404	0.7904	197.5483
Cefixime	-1	10.5152	0.0745	0.0559	0	0	7	24.6387	21.6051	0	0	0	0	3.5629	1.378	0.1861	0	5.5642	0	0	0	1.2696	0	0.1325	0.2769	0.395	4.1917	0.4051	189.1916
Cromoglicic_acid	-1	12.2973	0	0.0776	0	0	11	27.046	23.4772	0	0	0	0	0	1.6645	0.2076	0	0	0	0	0	0	0	0.1378	0.2572	0.3498	7.9622	1.043	219.7912
Oxycodone	-1	10.7343	0	0.1147	0	0	4	15.2702	14.1052	0	0	0	3.6961	0	0	3.5905	0	0	0	2.2532	0	0	0	0.1308	0.1962	0.3254	3.8038	-0.1277	119.8821
Miglitol	-1	4.8132	0	0.0351	0	0	5	12.0714	11.8327	0	0	0	0	0	0	0	0	0	0	1.5576	0	0	0	0.1357	0.2083	0.3553	2.9168	-2.4516	87.565
